segmento,fecha,estrategia,cluster,n_agentes,mediana_margen_cop_kwh,media_margen_cop_kwh,puesto_del_dia
MEDIANO,2025-03-11,Trader con sobrecobertura de contratos,4,2,-33.72,-33.77,1
MEDIANO,2025-03-11,Trader no regulado,1,3,-100.9,-90.11,4
MEDIANO,2025-03-11,Comercializador regulado,3,4,-33.94,-33.95,2
MEDIANO,2025-03-12,Integrado/regional regulado,2,18,-45.86,-102.55,3
MEDIANO,2025-03-12,Trader con sobrecobertura de contratos,4,2,-33.87,-33.88,2
MEDIANO,2025-03-12,Trader no regulado,1,3,-99.82,-92.25,4
MEDIANO,2025-03-12,Comercializador regulado,3,4,-30.93,-31.29,1
MEDIANO,2025-03-13,Integrado/regional regulado,2,18,-37.94,-97.64,3
MEDIANO,2025-03-13,Trader con sobrecobertura de contratos,4,2,-33.16,-37.19,2
MEDIANO,2025-03-13,Trader no regulado,1,3,-103.21,-86.56,4
MEDIANO,2025-03-13,Comercializador regulado,3,4,-24.38,-24.64,1
MEDIANO,2025-03-14,Integrado/regional regulado,2,18,-42.33,-99.89,3
MEDIANO,2025-03-14,Trader con sobrecobertura de contratos,4,2,-33.19,-33.84,2
MEDIANO,2025-03-14,Trader no regulado,1,3,-81.97,-84.19,4
MEDIANO,2025-03-14,Comercializador regulado,3,4,-20.88,-21.32,1
MEDIANO,2025-03-15,Integrado/regional regulado,2,18,-45.2,-109.72,3
MEDIANO,2025-03-15,Trader con sobrecobertura de contratos,4,2,-32.69,-34.89,2
MEDIANO,2025-03-15,Trader no regulado,1,3,-122.52,-93.24,4
MEDIANO,2025-03-15,Comercializador regulado,3,4,-19.88,-20.26,1
MEDIANO,2025-03-16,Integrado/regional regulado,2,17,-58.78,-116.07,3
MEDIANO,2025-03-16,Trader con sobrecobertura de contratos,4,3,-42.93,-192.08,2
MEDIANO,2025-03-16,Trader no regulado,1,3,-99.66,-84.51,4
MEDIANO,2025-03-16,Comercializador regulado,3,4,-21.24,-21.97,1
MEDIANO,2025-03-17,Integrado/regional regulado,2,17,-43.65,-82.73,3
MEDIANO,2025-03-17,Trader con sobrecobertura de contratos,4,3,-33.59,-189.05,2
MEDIANO,2025-03-17,Trader no regulado,1,3,-95.31,-90.08,4
MEDIANO,2025-03-17,Comercializador regulado,3,4,-26.24,-26.22,1
MEDIANO,2025-03-18,Integrado/regional regulado,2,18,-63.08,-104.39,4
MEDIANO,2025-03-18,Trader con sobrecobertura de contratos,4,2,-28.12,-30.64,2
MEDIANO,2025-03-18,Trader no regulado,1,3,-47.18,-67.68,3
MEDIANO,2025-03-18,Comercializador regulado,3,4,-20.83,-21.64,1
MEDIANO,2025-03-19,Integrado/regional regulado,2,18,-60.66,-102.75,3
MEDIANO,2025-03-19,Trader con sobrecobertura de contratos,4,2,-31.72,-32.56,2
MEDIANO,2025-03-19,Trader no regulado,1,3,-125.26,-108.77,4
MEDIANO,2025-03-19,Comercializador regulado,3,4,-24.75,-25.48,1
MEDIANO,2025-03-20,Integrado/regional regulado,2,18,-43.29,-101.51,3
MEDIANO,2025-03-20,Trader no regulado,1,4,-43.45,-93.47,4
MEDIANO,2025-03-20,Comercializador regulado,3,4,-28.39,-28.55,1
MEDIANO,2025-03-20,Trader con sobrecobertura de contratos,4,1,-33.86,-33.86,2
MEDIANO,2025-03-21,Integrado/regional regulado,2,18,-33.81,-96.3,3
MEDIANO,2025-03-21,Trader con sobrecobertura de contratos,4,2,-26.8,-29.81,2
MEDIANO,2025-03-21,Trader no regulado,1,3,-79.28,-80.95,4
MEDIANO,2025-03-21,Comercializador regulado,3,4,-16.39,-17.14,1
MEDIANO,2025-03-22,Integrado/regional regulado,2,18,-34.83,-104.87,3
MEDIANO,2025-03-22,Trader con sobrecobertura de contratos,4,2,-29.4,-30.78,2
MEDIANO,2025-03-22,Trader no regulado,1,3,-91.97,-82.35,4
MEDIANO,2025-03-22,Comercializador regulado,3,4,-11.44,-11.51,1
MEDIANO,2025-03-23,Integrado/regional regulado,2,17,-41.17,-104.27,2
MEDIANO,2025-03-23,Trader con sobrecobertura de contratos,4,3,-46.36,-192.61,3
MEDIANO,2025-03-23,Trader no regulado,1,3,-96.11,-96.51,4
MEDIANO,2025-03-23,Comercializador regulado,3,4,0.01,-1.95,1
MEDIANO,2025-03-24,Integrado/regional regulado,2,17,-32.62,-98.78,2
MEDIANO,2025-03-24,Trader con sobrecobertura de contratos,4,3,-40.12,-190.67,3
MEDIANO,2025-03-24,Trader no regulado,1,3,-99.09,-102.36,4
MEDIANO,2025-03-24,Comercializador regulado,3,4,-5.75,-9.78,1
MEDIANO,2025-03-25,Integrado/regional regulado,2,18,-45.87,-105.56,3
MEDIANO,2025-03-25,Trader con sobrecobertura de contratos,4,2,-33.83,-36.53,2
MEDIANO,2025-03-25,Trader no regulado,1,3,-169.07,-247.24,4
MEDIANO,2025-03-25,Comercializador regulado,3,4,-32.26,-32.28,1
MEDIANO,2025-03-26,Integrado/regional regulado,2,18,-37.48,-96.13,3
MEDIANO,2025-03-26,Trader con sobrecobertura de contratos,4,2,-32.87,-39.56,2
MEDIANO,2025-03-26,Trader no regulado,1,3,-91.48,-78.75,4
MEDIANO,2025-03-26,Comercializador regulado,3,4,-19.25,-19.67,1
MEDIANO,2025-03-27,Integrado/regional regulado,2,18,-49.82,-106.04,3
MEDIANO,2025-03-27,Trader con sobrecobertura de contratos,4,2,-34.22,-34.53,1
MEDIANO,2025-03-27,Trader no regulado,1,3,-79.59,-74.23,4
MEDIANO,2025-03-27,Comercializador regulado,3,4,-35.91,-36.01,2
MEDIANO,2025-03-28,Integrado/regional regulado,2,18,-35.5,-100.89,3
MEDIANO,2025-03-28,Trader con sobrecobertura de contratos,4,2,-33.36,-34.12,2
MEDIANO,2025-03-28,Trader no regulado,1,3,-87.25,-70.05,4
MEDIANO,2025-03-28,Comercializador regulado,3,4,-27.49,-27.45,1
MEDIANO,2025-03-29,Integrado/regional regulado,2,18,-29.55,-93.58,2
MEDIANO,2025-03-29,Trader con sobrecobertura de contratos,4,2,-31.15,-41.8,3
MEDIANO,2025-03-29,Trader no regulado,1,3,-62.15,-44.18,4
MEDIANO,2025-03-29,Comercializador regulado,3,4,0.89,-2.74,1
MEDIANO,2025-03-30,Integrado/regional regulado,2,17,-32.45,-106.51,2
MEDIANO,2025-03-30,Trader con sobrecobertura de contratos,4,3,-49.1,-193.85,3
MEDIANO,2025-03-30,Trader no regulado,1,3,-75.59,-59.67,4
MEDIANO,2025-03-30,Comercializador regulado,3,4,-4.22,-5.02,1
MEDIANO,2025-03-31,Integrado/regional regulado,2,18,-38.63,-102.66,3
MEDIANO,2025-03-31,Trader con sobrecobertura de contratos,4,2,-33.38,-41.92,2
MEDIANO,2025-03-31,Trader no regulado,1,3,-99.56,-78.47,4
MEDIANO,2025-03-31,Comercializador regulado,3,4,-25.85,-25.97,1
MEDIANO,2025-04-01,Integrado/regional regulado,2,18,-32.8,-95.65,3
MEDIANO,2025-04-01,Trader con sobrecobertura de contratos,4,2,-32.8,-51.97,2
MEDIANO,2025-04-01,Trader no regulado,1,3,-67.03,-68.19,4
MEDIANO,2025-04-01,Comercializador regulado,3,4,-11.42,-12.75,1
MEDIANO,2025-04-02,Integrado/regional regulado,2,18,-51.47,-97.7,3
MEDIANO,2025-04-02,Trader con sobrecobertura de contratos,4,2,-33.09,-36.61,2
MEDIANO,2025-04-02,Trader no regulado,1,3,-69.5,-60.76,4
MEDIANO,2025-04-02,Comercializador regulado,3,4,-15.8,-17.2,1
MEDIANO,2025-04-03,Integrado/regional regulado,2,18,-38.9,-102.18,3
MEDIANO,2025-04-03,Trader con sobrecobertura de contratos,4,2,-33.48,-39.64,2
MEDIANO,2025-04-03,Trader no regulado,1,3,-67.72,-57.12,4
MEDIANO,2025-04-03,Comercializador regulado,3,4,-18.49,-20.2,1
MEDIANO,2025-04-04,Integrado/regional regulado,2,18,-30.16,-94.98,2
MEDIANO,2025-04-04,Trader con sobrecobertura de contratos,4,2,-32.41,-36.6,3
MEDIANO,2025-04-04,Trader no regulado,1,3,-62.86,-45.48,4
MEDIANO,2025-04-04,Comercializador regulado,3,4,-5.11,-6.92,1
MEDIANO,2025-04-05,Integrado/regional regulado,2,18,-31.51,-104.41,3
MEDIANO,2025-04-05,Trader con sobrecobertura de contratos,4,2,-31.51,-50.78,2
MEDIANO,2025-04-05,Trader no regulado,1,3,-65.65,-44.4,4
MEDIANO,2025-04-05,Comercializador regulado,3,4,1.55,-0.48,1
MEDIANO,2025-04-06,Integrado/regional regulado,2,18,-36.51,-131.24,3
MEDIANO,2025-04-06,Trader con sobrecobertura de contratos,4,2,-32.12,-55.7,2
MEDIANO,2025-04-06,Trader no regulado,1,3,-53.08,-43.24,4
MEDIANO,2025-04-06,Comercializador regulado,3,4,-1.46,-3.94,1
MEDIANO,2025-04-07,Integrado/regional regulado,2,18,-28.74,-99.09,2
MEDIANO,2025-04-07,Trader con sobrecobertura de contratos,4,2,-32.38,-36.3,3
MEDIANO,2025-04-07,Trader no regulado,1,3,-39.77,-46.17,4
MEDIANO,2025-04-07,Comercializador regulado,3,4,-6.8,-8.3,1
MEDIANO,2025-04-08,Integrado/regional regulado,2,18,-41.7,-105.76,3
MEDIANO,2025-04-08,Trader con sobrecobertura de contratos,4,2,-33.83,-65.66,2
MEDIANO,2025-04-08,Trader no regulado,1,3,-94.4,-87.45,4
MEDIANO,2025-04-08,Comercializador regulado,3,4,-20.73,-21.44,1
MEDIANO,2025-04-09,Integrado/regional regulado,2,18,-33.89,-96.4,3
MEDIANO,2025-04-09,Trader con sobrecobertura de contratos,4,2,-33.16,-59.2,2
MEDIANO,2025-04-09,Trader no regulado,1,3,-57.32,-61.27,4
MEDIANO,2025-04-09,Comercializador regulado,3,4,-13.92,-13.66,1
MEDIANO,2025-04-10,Integrado/regional regulado,2,18,-31.91,-94.41,3
MEDIANO,2025-04-10,Trader con sobrecobertura de contratos,4,2,-31.82,-51.02,2
MEDIANO,2025-04-10,Trader no regulado,1,3,-68.97,-87.02,4
MEDIANO,2025-04-10,Comercializador regulado,3,4,-3.92,-5.4,1
MEDIANO,2025-04-11,Integrado/regional regulado,2,18,-21.75,-92.03,2
MEDIANO,2025-04-11,Trader con sobrecobertura de contratos,4,2,-30.74,-51.55,3
MEDIANO,2025-04-11,Trader no regulado,1,3,-67.18,-64.6,4
MEDIANO,2025-04-11,Comercializador regulado,3,4,3.71,2.61,1
MEDIANO,2025-04-12,Integrado/regional regulado,2,18,-30.61,-105.53,3
MEDIANO,2025-04-12,Trader con sobrecobertura de contratos,4,2,-30.61,-77.32,2
MEDIANO,2025-04-12,Trader no regulado,1,3,-66.71,-81.72,4
MEDIANO,2025-04-12,Comercializador regulado,3,4,8.01,5.69,1
MEDIANO,2025-04-13,Integrado/regional regulado,2,17,-34.95,-99.43,2
MEDIANO,2025-04-13,Trader con sobrecobertura de contratos,4,3,-184.76,-238.55,4
MEDIANO,2025-04-13,Trader no regulado,1,3,-73.62,-88.94,3
MEDIANO,2025-04-13,Comercializador regulado,3,4,7.65,3.19,1
MEDIANO,2025-04-14,Integrado/regional regulado,2,18,-33.8,-91.09,3
MEDIANO,2025-04-14,Trader con sobrecobertura de contratos,4,2,-30.83,-68.55,2
MEDIANO,2025-04-14,Trader no regulado,1,3,-67.63,-69.31,4
MEDIANO,2025-04-14,Comercializador regulado,3,4,12.18,9.19,1
MEDIANO,2025-04-15,Integrado/regional regulado,2,18,-31.18,-86.87,3
MEDIANO,2025-04-15,Trader con sobrecobertura de contratos,4,2,-31.18,-47.77,2
MEDIANO,2025-04-15,Trader no regulado,1,3,-79.16,-48.68,4
MEDIANO,2025-04-15,Comercializador regulado,3,4,7.55,6.92,1
MEDIANO,2025-04-16,Integrado/regional regulado,2,18,-30.83,-89.97,2
MEDIANO,2025-04-16,Trader con sobrecobertura de contratos,4,2,-30.9,-67.05,3
MEDIANO,2025-04-16,Trader no regulado,1,3,-65.46,-38.74,4
MEDIANO,2025-04-16,Comercializador regulado,3,4,5.24,5.95,1
MEDIANO,2025-04-17,Integrado/regional regulado,2,18,-51.66,-132.9,3
MEDIANO,2025-04-17,Trader con sobrecobertura de contratos,4,2,-31.0,-100.44,2
MEDIANO,2025-04-17,Trader no regulado,1,3,-64.71,-92.4,4
MEDIANO,2025-04-17,Comercializador regulado,3,4,5.04,1.03,1
MEDIANO,2025-04-18,Integrado/regional regulado,2,17,-59.11,-123.1,2
MEDIANO,2025-04-18,Trader con sobrecobertura de contratos,4,3,-208.13,-246.26,4
MEDIANO,2025-04-18,Trader no regulado,1,3,-67.49,-164.07,3
MEDIANO,2025-04-18,Comercializador regulado,3,4,1.86,-6.28,1
MEDIANO,2025-04-19,Integrado/regional regulado,2,17,-70.56,-110.86,3
MEDIANO,2025-04-19,Trader con sobrecobertura de contratos,4,3,-126.55,-219.23,4
MEDIANO,2025-04-19,Trader no regulado,1,3,-67.28,-161.45,2
MEDIANO,2025-04-19,Comercializador regulado,3,4,1.78,-3.71,1
MEDIANO,2025-04-20,Integrado/regional regulado,2,17,-51.33,-123.01,2
MEDIANO,2025-04-20,Trader con sobrecobertura de contratos,4,3,-124.79,-218.78,4
MEDIANO,2025-04-20,Trader no regulado,1,3,-66.33,-205.64,3
MEDIANO,2025-04-20,Comercializador regulado,3,4,-1.21,-7.5,1
MEDIANO,2025-04-21,Integrado/regional regulado,2,18,-32.54,-93.86,3
MEDIANO,2025-04-21,Trader con sobrecobertura de contratos,4,2,-32.54,-61.51,2
MEDIANO,2025-04-21,Trader no regulado,1,3,-72.61,-102.7,4
MEDIANO,2025-04-21,Comercializador regulado,3,4,-1.03,2.69,1
MEDIANO,2025-04-22,Integrado/regional regulado,2,18,-33.08,-93.92,3
MEDIANO,2025-04-22,Trader con sobrecobertura de contratos,4,2,-31.96,-83.86,2
MEDIANO,2025-04-22,Trader no regulado,1,3,-79.41,-91.44,4
MEDIANO,2025-04-22,Comercializador regulado,3,4,-3.36,-3.0,1
MEDIANO,2025-04-23,Integrado/regional regulado,2,18,-31.81,-93.04,3
MEDIANO,2025-04-23,Trader con sobrecobertura de contratos,4,2,-31.81,-73.45,2
MEDIANO,2025-04-23,Trader no regulado,1,3,-89.77,-85.37,4
MEDIANO,2025-04-23,Comercializador regulado,3,4,-4.82,-4.81,1
MEDIANO,2025-04-24,Integrado/regional regulado,2,18,-38.62,-93.26,3
MEDIANO,2025-04-24,Trader con sobrecobertura de contratos,4,2,-31.9,-60.94,2
MEDIANO,2025-04-24,Trader no regulado,1,3,-68.11,-78.76,4
MEDIANO,2025-04-24,Comercializador regulado,3,4,-5.86,-6.87,1
MEDIANO,2025-04-25,Integrado/regional regulado,2,18,-36.2,-89.44,3
MEDIANO,2025-04-25,Trader con sobrecobertura de contratos,4,2,-31.17,-58.3,2
MEDIANO,2025-04-25,Trader no regulado,1,3,-67.15,-73.39,4
MEDIANO,2025-04-25,Comercializador regulado,3,4,1.94,1.91,1
MEDIANO,2025-04-26,Integrado/regional regulado,2,18,-39.74,-102.89,4
MEDIANO,2025-04-26,Trader con sobrecobertura de contratos,4,2,-31.48,-51.09,3
MEDIANO,2025-04-26,Trader no regulado,1,3,-30.87,-40.94,2
MEDIANO,2025-04-26,Comercializador regulado,3,4,0.6,0.15,1
MEDIANO,2025-04-27,Integrado/regional regulado,2,18,-31.96,-99.24,2
MEDIANO,2025-04-27,Trader con sobrecobertura de contratos,4,3,-106.79,-212.92,4
MEDIANO,2025-04-27,Trader no regulado,1,3,-53.53,-46.84,3
MEDIANO,2025-04-27,Comercializador regulado,3,3,3.43,1.44,1
MEDIANO,2025-04-28,Integrado/regional regulado,2,18,-35.35,-93.6,4
MEDIANO,2025-04-28,Trader con sobrecobertura de contratos,4,2,-31.28,-62.91,3
MEDIANO,2025-04-28,Trader no regulado,1,3,-25.33,-33.15,2
MEDIANO,2025-04-28,Comercializador regulado,3,4,0.73,-0.4,1
MEDIANO,2025-04-29,Integrado/regional regulado,2,18,-31.21,-89.98,3
MEDIANO,2025-04-29,Trader con sobrecobertura de contratos,4,2,-26.47,-28.84,2
MEDIANO,2025-04-29,Trader no regulado,1,3,-43.53,-51.51,4
MEDIANO,2025-04-29,Comercializador regulado,3,4,3.06,2.26,1
MEDIANO,2025-04-30,Integrado/regional regulado,2,18,-31.12,-92.22,3
MEDIANO,2025-04-30,Trader con sobrecobertura de contratos,4,2,-31.12,-35.18,2
MEDIANO,2025-04-30,Trader no regulado,1,3,-67.1,-54.41,4
MEDIANO,2025-04-30,Comercializador regulado,3,4,2.63,2.12,1
MEDIANO,2025-05-01,Integrado/regional regulado,2,18,-34.02,-119.16,3
MEDIANO,2025-05-01,Trader con sobrecobertura de contratos,4,2,-28.71,-87.07,2
MEDIANO,2025-05-01,Trader no regulado,1,3,-63.58,-204.37,4
MEDIANO,2025-05-01,Comercializador regulado,3,4,1.77,-0.43,1
MEDIANO,2025-05-02,Integrado/regional regulado,2,17,-34.34,-79.05,2
MEDIANO,2025-05-02,Trader con sobrecobertura de contratos,4,3,-73.4,-200.68,3
MEDIANO,2025-05-02,Trader no regulado,1,3,-96.34,-145.82,4
MEDIANO,2025-05-02,Comercializador regulado,3,4,4.55,1.09,1
MEDIANO,2025-05-03,Integrado/regional regulado,2,17,-33.93,-94.24,2
MEDIANO,2025-05-03,Trader con sobrecobertura de contratos,4,3,-85.59,-204.85,4
MEDIANO,2025-05-03,Trader no regulado,1,3,-68.8,-48.57,3
MEDIANO,2025-05-03,Comercializador regulado,3,4,-1.98,-7.24,1
MEDIANO,2025-05-04,Integrado/regional regulado,2,18,-44.65,-115.0,3
MEDIANO,2025-05-04,Trader con sobrecobertura de contratos,4,3,-155.63,-228.11,4
MEDIANO,2025-05-04,Trader no regulado,1,3,-40.63,-39.42,2
MEDIANO,2025-05-04,Comercializador regulado,3,3,1.31,-2.09,1
MEDIANO,2025-05-05,Integrado/regional regulado,2,17,-44.41,-85.35,2
MEDIANO,2025-05-05,Trader con sobrecobertura de contratos,4,3,-57.06,-195.36,3
MEDIANO,2025-05-05,Trader no regulado,1,3,-64.35,-87.54,4
MEDIANO,2025-05-05,Comercializador regulado,3,4,-2.72,-7.29,1
MEDIANO,2025-05-06,Integrado/regional regulado,2,17,-40.13,-82.15,2
MEDIANO,2025-05-06,Trader con sobrecobertura de contratos,4,3,-51.67,-193.77,3
MEDIANO,2025-05-06,Trader no regulado,1,3,-65.69,-67.26,4
MEDIANO,2025-05-06,Comercializador regulado,3,4,-6.23,-8.86,1
MEDIANO,2025-05-07,Integrado/regional regulado,2,17,-28.95,-73.64,2
MEDIANO,2025-05-07,Trader con sobrecobertura de contratos,4,3,-44.69,-191.21,3
MEDIANO,2025-05-07,Trader no regulado,1,3,-63.18,-64.33,4
MEDIANO,2025-05-07,Comercializador regulado,3,4,-1.13,-6.15,1
MEDIANO,2025-05-08,Integrado/regional regulado,2,17,-28.66,-77.83,2
MEDIANO,2025-05-08,Trader con sobrecobertura de contratos,4,3,-84.02,-204.23,4
MEDIANO,2025-05-08,Trader no regulado,1,3,-65.95,-43.14,3
MEDIANO,2025-05-08,Comercializador regulado,3,4,2.05,-1.05,1
MEDIANO,2025-05-09,Integrado/regional regulado,2,18,-24.88,-70.96,2
MEDIANO,2025-05-09,Trader con sobrecobertura de contratos,4,3,-67.94,-198.85,4
MEDIANO,2025-05-09,Trader no regulado,1,3,-63.84,-56.03,3
MEDIANO,2025-05-09,Comercializador regulado,3,3,3.43,3.2,1
MEDIANO,2025-05-10,Integrado/regional regulado,2,17,-30.55,-89.16,2
MEDIANO,2025-05-10,Trader con sobrecobertura de contratos,4,3,-74.76,-201.0,4
MEDIANO,2025-05-10,Trader no regulado,1,3,-62.78,-51.87,3
MEDIANO,2025-05-10,Comercializador regulado,3,4,8.3,-0.38,1
MEDIANO,2025-05-11,Integrado/regional regulado,2,18,-46.66,-114.74,2
MEDIANO,2025-05-11,Trader con sobrecobertura de contratos,4,3,-85.8,-204.87,4
MEDIANO,2025-05-11,Trader no regulado,1,3,-62.98,-47.84,3
MEDIANO,2025-05-11,Comercializador regulado,3,3,8.07,3.7,1
MEDIANO,2025-05-12,Integrado/regional regulado,2,17,-36.04,-81.92,2
MEDIANO,2025-05-12,Trader con sobrecobertura de contratos,4,3,-66.26,-198.52,4
MEDIANO,2025-05-12,Trader no regulado,1,3,-63.29,-72.41,3
MEDIANO,2025-05-12,Comercializador regulado,3,4,1.31,-6.2,1
MEDIANO,2025-05-13,Integrado/regional regulado,2,18,-44.16,-106.18,3
MEDIANO,2025-05-13,Trader con sobrecobertura de contratos,4,2,-28.63,-29.13,2
MEDIANO,2025-05-13,Trader no regulado,1,3,-63.45,-66.75,4
MEDIANO,2025-05-13,Comercializador regulado,3,4,-6.05,-10.42,1
MEDIANO,2025-05-14,Integrado/regional regulado,2,17,-45.57,-84.71,3
MEDIANO,2025-05-14,Trader con sobrecobertura de contratos,4,3,-38.38,-189.31,2
MEDIANO,2025-05-14,Trader no regulado,1,3,-51.61,-39.08,4
MEDIANO,2025-05-14,Comercializador regulado,3,4,-4.02,-8.28,1
MEDIANO,2025-05-15,Integrado/regional regulado,2,19,-42.97,-101.36,3
MEDIANO,2025-05-15,Trader con sobrecobertura de contratos,4,2,-28.93,-33.85,2
MEDIANO,2025-05-15,Trader no regulado,1,3,-68.63,-69.46,4
MEDIANO,2025-05-15,Comercializador regulado,3,3,1.09,1.67,1
MEDIANO,2025-05-16,Integrado/regional regulado,2,17,-39.38,-83.69,3
MEDIANO,2025-05-16,Trader con sobrecobertura de contratos,4,3,-32.5,-187.01,2
MEDIANO,2025-05-16,Trader no regulado,1,3,-60.51,-48.52,4
MEDIANO,2025-05-16,Comercializador regulado,3,4,-0.53,-1.89,1
MEDIANO,2025-05-17,Integrado/regional regulado,2,18,-32.4,-98.79,2
MEDIANO,2025-05-17,Trader con sobrecobertura de contratos,4,3,-78.88,-202.28,4
MEDIANO,2025-05-17,Trader no regulado,1,3,-62.45,-43.58,3
MEDIANO,2025-05-17,Comercializador regulado,3,3,-3.73,-1.58,1
MEDIANO,2025-05-18,Integrado/regional regulado,2,18,-51.07,-130.42,2
MEDIANO,2025-05-18,Trader con sobrecobertura de contratos,4,3,-143.22,-223.95,4
MEDIANO,2025-05-18,Trader no regulado,1,3,-67.14,-44.01,3
MEDIANO,2025-05-18,Comercializador regulado,3,3,2.45,0.23,1
MEDIANO,2025-05-19,Integrado/regional regulado,2,17,-46.24,-88.77,2
MEDIANO,2025-05-19,Trader con sobrecobertura de contratos,4,3,-83.36,-204.15,4
MEDIANO,2025-05-19,Trader no regulado,1,3,-78.55,-66.37,3
MEDIANO,2025-05-19,Comercializador regulado,3,4,-3.17,-4.96,1
MEDIANO,2025-05-20,Integrado/regional regulado,2,17,-35.51,-84.28,3
MEDIANO,2025-05-20,Trader con sobrecobertura de contratos,4,3,-57.93,-195.92,4
MEDIANO,2025-05-20,Trader no regulado,1,3,-32.44,-33.26,2
MEDIANO,2025-05-20,Comercializador regulado,3,4,-6.79,-12.2,1
MEDIANO,2025-05-21,Integrado/regional regulado,2,17,-34.74,-82.53,2
MEDIANO,2025-05-21,Trader con sobrecobertura de contratos,4,3,-60.61,-196.76,3
MEDIANO,2025-05-21,Trader no regulado,1,3,-64.8,-53.65,4
MEDIANO,2025-05-21,Comercializador regulado,3,4,-6.62,-10.49,1
MEDIANO,2025-05-22,Integrado/regional regulado,2,18,-36.24,-79.27,2
MEDIANO,2025-05-22,Trader con sobrecobertura de contratos,4,3,-69.02,-199.51,4
MEDIANO,2025-05-22,Trader no regulado,1,3,-46.67,-36.49,3
MEDIANO,2025-05-22,Comercializador regulado,3,3,-2.91,-2.09,1
MEDIANO,2025-05-23,Integrado/regional regulado,2,17,-33.83,-79.24,2
MEDIANO,2025-05-23,Trader con sobrecobertura de contratos,4,3,-62.47,-197.31,4
MEDIANO,2025-05-23,Trader no regulado,1,3,-61.16,-61.24,3
MEDIANO,2025-05-23,Comercializador regulado,3,4,-5.56,-9.77,1
MEDIANO,2025-05-24,Integrado/regional regulado,2,18,-47.66,-84.8,3
MEDIANO,2025-05-24,Trader con sobrecobertura de contratos,4,3,-116.35,-214.82,4
MEDIANO,2025-05-24,Trader no regulado,1,3,-34.59,-31.47,2
MEDIANO,2025-05-24,Comercializador regulado,3,3,8.78,6.89,1
MEDIANO,2025-05-25,Integrado/regional regulado,2,18,-45.35,-112.67,3
MEDIANO,2025-05-25,Trader con sobrecobertura de contratos,4,3,-128.31,-218.92,4
MEDIANO,2025-05-25,Trader no regulado,1,3,-44.96,-38.56,2
MEDIANO,2025-05-25,Comercializador regulado,3,3,3.95,4.18,1
MEDIANO,2025-05-26,Integrado/regional regulado,2,17,-30.38,-77.1,3
MEDIANO,2025-05-26,Trader con sobrecobertura de contratos,4,3,-60.87,-196.49,4
MEDIANO,2025-05-26,Trader no regulado,1,3,-17.55,-24.66,2
MEDIANO,2025-05-26,Comercializador regulado,3,4,4.01,-2.89,1
MEDIANO,2025-05-27,Integrado/regional regulado,2,18,-29.11,-73.57,3
MEDIANO,2025-05-27,Trader con sobrecobertura de contratos,4,3,-52.85,-193.99,4
MEDIANO,2025-05-27,Trader no regulado,1,3,1.81,-16.97,1
MEDIANO,2025-05-27,Comercializador regulado,3,3,-1.73,-1.11,2
MEDIANO,2025-05-28,Integrado/regional regulado,2,17,-39.44,-75.71,3
MEDIANO,2025-05-28,Trader con sobrecobertura de contratos,4,3,-80.21,-202.92,4
MEDIANO,2025-05-28,Trader no regulado,1,3,-25.64,-27.76,2
MEDIANO,2025-05-28,Comercializador regulado,3,4,3.0,-2.06,1
MEDIANO,2025-05-29,Integrado/regional regulado,2,17,-31.07,-72.98,2
MEDIANO,2025-05-29,Trader con sobrecobertura de contratos,4,3,-63.42,-197.46,3
MEDIANO,2025-05-29,Trader no regulado,1,3,-65.04,-47.97,4
MEDIANO,2025-05-29,Comercializador regulado,3,4,-0.08,-4.54,1
MEDIANO,2025-05-30,Integrado/regional regulado,2,18,-33.46,-69.07,3
MEDIANO,2025-05-30,Trader con sobrecobertura de contratos,4,3,-53.63,-194.06,4
MEDIANO,2025-05-30,Trader no regulado,1,3,-25.7,-26.07,2
MEDIANO,2025-05-30,Comercializador regulado,3,3,8.04,8.67,1
MEDIANO,2025-05-31,Integrado/regional regulado,2,18,-47.34,-90.69,2
MEDIANO,2025-05-31,Trader con sobrecobertura de contratos,4,3,-98.4,-209.01,4
MEDIANO,2025-05-31,Trader no regulado,1,3,-81.54,-59.15,3
MEDIANO,2025-05-31,Comercializador regulado,3,3,6.36,5.29,1
MEDIANO,2025-06-01,Integrado/regional regulado,2,18,-43.19,-124.5,2
MEDIANO,2025-06-01,Trader con sobrecobertura de contratos,4,3,-172.06,-233.22,4
MEDIANO,2025-06-01,Trader no regulado,1,3,-61.4,-52.6,3
MEDIANO,2025-06-01,Comercializador regulado,3,3,0.46,3.41,1
MEDIANO,2025-06-02,Integrado/regional regulado,2,18,-55.3,-117.61,2
MEDIANO,2025-06-02,Trader con sobrecobertura de contratos,4,3,-153.08,-226.91,4
MEDIANO,2025-06-02,Trader no regulado,1,3,-59.29,-55.8,3
MEDIANO,2025-06-02,Comercializador regulado,3,3,2.65,4.86,1
MEDIANO,2025-06-03,Integrado/regional regulado,2,18,-29.89,-77.7,2
MEDIANO,2025-06-03,Trader con sobrecobertura de contratos,4,3,-85.5,-204.35,4
MEDIANO,2025-06-03,Trader no regulado,1,3,-59.74,-61.27,3
MEDIANO,2025-06-03,Comercializador regulado,3,3,6.63,6.54,1
MEDIANO,2025-06-04,Integrado/regional regulado,2,18,-27.5,-71.21,2
MEDIANO,2025-06-04,Trader con sobrecobertura de contratos,4,3,-38.97,-188.82,3
