fecha,estrategia,cluster,n_agentes,mediana_margen_cop_kwh,media_margen_cop_kwh,puesto_del_dia
2026-06-06,Integrado/regional regulado,1,9,-74.6,-96.44,1
2026-06-06,Trader expuesto a bolsa (sin cobertura),3,3,-313.5,-309.69,4
2026-06-07,Trader con sobrecobertura de contratos,4,13,-209.96,-247.52,4
2026-06-07,Trader no regulado,0,7,-500,-383.54,5
2026-06-07,Comercializador regulado,2,34,-97.41,-210.42,2
2026-06-07,Integrado/regional regulado,1,7,-69.23,-69.86,1
2026-06-07,Trader expuesto a bolsa (sin cobertura),3,4,-202.87,-201.09,3
2026-06-08,Trader con sobrecobertura de contratos,4,16,-133.79,-242.38,3
2026-06-08,Trader no regulado,0,5,-500,-415.12,5
2026-06-08,Comercializador regulado,2,33,-90.9,-200.42,2
2026-06-08,Integrado/regional regulado,1,7,-65.5,-68.04,1
2026-06-08,Trader expuesto a bolsa (sin cobertura),3,4,-174.58,-172.92,4
2026-06-09,Trader con sobrecobertura de contratos,4,11,-180.88,-281.96,4
2026-06-09,Trader no regulado,0,9,-171.58,-278.12,3
2026-06-09,Comercializador regulado,2,32,-93.72,-184.81,2
2026-06-09,Integrado/regional regulado,1,9,-69.25,-85.49,1
2026-06-09,Trader expuesto a bolsa (sin cobertura),3,4,-209.6,-207.89,5
2026-06-10,Trader con sobrecobertura de contratos,4,11,-135.5,-237.61,3
2026-06-10,Comercializador regulado,2,32,-85.06,-174.16,2
2026-06-10,Trader no regulado,0,9,-500,-312.43,5
2026-06-10,Integrado/regional regulado,1,9,-64.12,-79.76,1
2026-06-10,Trader expuesto a bolsa (sin cobertura),3,3,-149.53,-148.17,4
2026-06-11,Trader con sobrecobertura de contratos,4,11,-165.55,-258.26,4
2026-06-11,Trader no regulado,0,10,-97.9,-271.98,3
2026-06-11,Comercializador regulado,2,31,-93.9,-176.61,2
2026-06-11,Integrado/regional regulado,1,9,-71.2,-86.8,1
2026-06-11,Trader expuesto a bolsa (sin cobertura),3,4,-169.83,-168.31,5
2026-06-12,Trader con sobrecobertura de contratos,4,9,-128.23,-225.8,4
2026-06-12,Comercializador regulado,2,31,-92.45,-179.16,2
2026-06-12,Trader no regulado,0,11,-123.21,-258.55,3
2026-06-12,Integrado/regional regulado,1,9,-74.92,-89.55,1
2026-06-12,Trader expuesto a bolsa (sin cobertura),3,4,-178.26,-176.25,5
2026-06-13,Trader con sobrecobertura de contratos,4,10,-141.68,-260.5,3
2026-06-13,Comercializador regulado,2,32,-120.27,-194.78,2
2026-06-13,Trader no regulado,0,9,-151.47,-267.0,4
2026-06-13,Integrado/regional regulado,1,9,-97.0,-107.37,1
2026-06-13,Trader expuesto a bolsa (sin cobertura),3,4,-305.21,-302.42,5
2026-06-14,Trader con sobrecobertura de contratos,4,14,-190.84,-264.43,4
2026-06-14,Comercializador regulado,2,32,-91.23,-205.53,2
2026-06-14,Integrado/regional regulado,1,8,-66.98,-66.17,1
2026-06-14,Trader no regulado,0,6,-368.81,-341.66,5
2026-06-14,Trader expuesto a bolsa (sin cobertura),3,4,-142.48,-141.42,3
2026-06-15,Trader con sobrecobertura de contratos,4,13,-194.99,-240.24,4
2026-06-15,Comercializador regulado,2,32,-82.57,-202.61,2
2026-06-15,Integrado/regional regulado,1,8,-59.75,-60.47,1
2026-06-15,Trader no regulado,0,7,-354.59,-322.33,5
2026-06-15,Trader expuesto a bolsa (sin cobertura),3,4,-100.7,-100.05,3
2026-06-16,Trader con sobrecobertura de contratos,4,8,-181.82,-294.85,4
2026-06-16,Trader no regulado,0,12,-152.05,-259.24,3
2026-06-16,Comercializador regulado,2,32,-114.45,-195.59,2
2026-06-16,Integrado/regional regulado,1,9,-81.24,-95.43,1
2026-06-16,Trader expuesto a bolsa (sin cobertura),3,4,-257.82,-255.56,5
2026-06-17,Trader con sobrecobertura de contratos,4,10,-189.76,-300.93,5
2026-06-17,Comercializador regulado,2,32,-88.19,-175.01,2
2026-06-17,Trader no regulado,0,9,-93.56,-210.99,3
2026-06-17,Integrado/regional regulado,1,9,-72.89,-87.89,1
2026-06-17,Trader expuesto a bolsa (sin cobertura),3,4,-184.47,-183.09,4
2026-06-18,Trader con sobrecobertura de contratos,4,9,-187.68,-273.76,5
2026-06-18,Comercializador regulado,2,32,-86.96,-174.65,2
2026-06-18,Trader no regulado,0,10,-101.26,-233.62,3
2026-06-18,Integrado/regional regulado,1,9,-66.67,-84.46,1
2026-06-18,Trader expuesto a bolsa (sin cobertura),3,4,-173.23,-171.66,4
2026-06-19,Trader con sobrecobertura de contratos,4,9,-274.66,-292.37,5
2026-06-19,Comercializador regulado,2,32,-99.97,-182.7,2
2026-06-19,Trader no regulado,0,10,-116.33,-243.29,3
2026-06-19,Integrado/regional regulado,1,9,-76.98,-95.16,1
2026-06-19,Trader expuesto a bolsa (sin cobertura),3,4,-246.95,-243.83,4
2026-06-20,Trader con sobrecobertura de contratos,4,10,-169.91,-259.89,4
2026-06-20,Comercializador regulado,2,32,-100.51,-185.82,2
2026-06-20,Trader no regulado,0,9,-124.33,-256.73,3
2026-06-20,Integrado/regional regulado,1,9,-74.78,-91.17,1
2026-06-20,Trader expuesto a bolsa (sin cobertura),3,4,-220.46,-218.6,5
2026-06-21,Trader con sobrecobertura de contratos,4,13,-277.39,-295.92,4
2026-06-21,Comercializador regulado,2,33,-92.99,-211.48,2
2026-06-21,Integrado/regional regulado,1,8,-68.15,-67.36,1
2026-06-21,Trader no regulado,0,6,-411.25,-347.21,5
2026-06-21,Trader expuesto a bolsa (sin cobertura),3,4,-163.36,-162.05,3
2026-06-22,Trader con sobrecobertura de contratos,4,10,-170.44,-301.86,4
2026-06-22,Comercializador regulado,2,32,-127.78,-202.45,2
2026-06-22,Trader no regulado,0,9,-143.16,-281.01,3
2026-06-22,Integrado/regional regulado,1,9,-107.27,-117.3,1
2026-06-22,Trader expuesto a bolsa (sin cobertura),3,4,-387.56,-383.94,5
2026-06-23,Trader con sobrecobertura de contratos,4,10,-129.57,-256.56,3
2026-06-23,Comercializador regulado,2,32,-125.44,-201.46,2
2026-06-23,Trader no regulado,0,9,-183.74,-287.7,4
2026-06-23,Integrado/regional regulado,1,9,-107.27,-126.82,1
2026-06-23,Trader expuesto a bolsa (sin cobertura),3,4,-402.5,-398.64,5
2026-06-24,Trader con sobrecobertura de contratos,4,10,-125.37,-258.48,2
2026-06-24,Comercializador regulado,2,32,-136.24,-204.83,3
2026-06-24,Trader no regulado,0,10,-182.57,-310.2,4
2026-06-24,Integrado/regional regulado,1,9,-113.87,-134.85,1
2026-06-24,Trader expuesto a bolsa (sin cobertura),3,3,-452.74,-447.16,5
2026-06-25,Trader con sobrecobertura de contratos,4,10,-125.05,-256.14,1
2026-06-25,Comercializador regulado,2,32,-129.67,-206.71,2
2026-06-25,Trader no regulado,0,9,-195.04,-301.98,4
2026-06-25,Integrado/regional regulado,1,9,-132.31,-144.16,3
2026-06-25,Trader expuesto a bolsa (sin cobertura),3,4,-461.58,-456.26,5
2026-06-26,Trader con sobrecobertura de contratos,4,11,-221.27,-283.42,4
2026-06-26,Comercializador regulado,2,31,-129.87,-210.86,2
2026-06-26,Trader no regulado,0,8,-156.06,-265.46,3
2026-06-26,Integrado/regional regulado,1,9,-123.69,-140.97,1
2026-06-26,Trader expuesto a bolsa (sin cobertura),3,4,-444.0,-437.71,5
2026-06-27,Trader con sobrecobertura de contratos,4,10,-134.87,-256.56,2
2026-06-27,Comercializador regulado,2,32,-136.28,-206.6,3
2026-06-27,Trader no regulado,0,9,-164.36,-280.66,4
2026-06-27,Integrado/regional regulado,1,9,-108.38,-131.84,1
2026-06-27,Trader expuesto a bolsa (sin cobertura),3,4,-432.14,-427.95,5
2026-06-28,Trader con sobrecobertura de contratos,4,13,-245.88,-263.03,3
2026-06-28,Comercializador regulado,2,33,-160.15,-235.91,2
2026-06-28,Integrado/regional regulado,1,8,-97.76,-118.8,1
2026-06-28,Trader no regulado,0,6,-409.64,-363.72,4
2026-06-28,Trader expuesto a bolsa (sin cobertura),3,4,-455.5,-450.72,5
2026-06-29,Trader con sobrecobertura de contratos,4,11,-107.61,-237.95,2
2026-06-29,Comercializador regulado,2,33,-138.54,-235.51,3
2026-06-29,Integrado/regional regulado,1,8,-107.44,-126.45,1
2026-06-29,Trader no regulado,0,8,-283.28,-327.19,4
2026-06-29,Trader expuesto a bolsa (sin cobertura),3,4,-479.11,-473.25,5
2026-06-30,Trader con sobrecobertura de contratos,4,9,-154.55,-269.38,2
2026-06-30,Trader no regulado,0,11,-274.66,-319.33,4
2026-06-30,Comercializador regulado,2,32,-138.94,-217.88,1
2026-06-30,Integrado/regional regulado,1,9,-159.15,-167.17,3
2026-06-30,Trader expuesto a bolsa (sin cobertura),3,4,-500,-500.0,5
2026-07-01,Trader con sobrecobertura de contratos,4,9,-172.56,-277.77,2
2026-07-01,Trader expuesto a bolsa (sin cobertura),3,5,-500,-500.0,5
2026-07-01,Comercializador regulado,2,32,-173.65,-236.81,3
2026-07-01,Trader no regulado,0,10,-203.37,-295.6,4
2026-07-01,Integrado/regional regulado,1,9,-160.97,-173.71,1
2026-07-02,Trader con sobrecobertura de contratos,4,9,-138.22,-236.37,1
2026-07-02,Trader no regulado,0,10,-282.01,-324.34,4
2026-07-02,Comercializador regulado,2,32,-148.47,-228.38,2
2026-07-02,Integrado/regional regulado,1,9,-158.43,-172.47,3
2026-07-02,Trader expuesto a bolsa (sin cobertura),3,4,-500,-500.0,5
2026-07-03,Trader con sobrecobertura de contratos,4,9,-108.52,-187.41,1
2026-07-03,Trader no regulado,0,10,-388.69,-339.46,4
2026-07-03,Comercializador regulado,2,32,-161.79,-235.36,3
2026-07-03,Integrado/regional regulado,1,9,-135.95,-162.36,2
2026-07-03,Trader expuesto a bolsa (sin cobertura),3,4,-500,-500.0,5
2026-07-04,Trader con sobrecobertura de contratos,4,10,-115.47,-257.46,1
2026-07-04,Comercializador regulado,2,32,-147.92,-237.52,3
2026-07-04,Trader no regulado,0,9,-222.88,-294.88,4
2026-07-04,Integrado/regional regulado,1,9,-119.85,-143.13,2
2026-07-04,Trader expuesto a bolsa (sin cobertura),3,4,-500,-497.9,5
2026-07-05,Trader con sobrecobertura de contratos,4,12,-156.49,-255.0,2
2026-07-05,Comercializador regulado,2,33,-171.6,-238.87,3
2026-07-05,Integrado/regional regulado,1,8,-100.3,-118.37,1
2026-07-05,Trader no regulado,0,7,-477.61,-365.27,5
2026-07-05,Trader expuesto a bolsa (sin cobertura),3,4,-435.5,-430.97,4
2026-07-06,Trader con sobrecobertura de contratos,4,10,-99.5,-254.45,1
2026-07-06,Comercializador regulado,2,32,-169.86,-233.48,3
2026-07-06,Trader no regulado,0,9,-285.15,-313.86,4
2026-07-06,Integrado/regional regulado,1,9,-153.99,-167.08,2
2026-07-06,Trader expuesto a bolsa (sin cobertura),3,4,-500,-500.0,5
2026-07-07,Trader con sobrecobertura de contratos,4,9,-96.92,-226.41,1
2026-07-07,Trader expuesto a bolsa (sin cobertura),3,5,-467.67,-470.51,5
2026-07-07,Comercializador regulado,2,32,-140.64,-218.69,2
2026-07-07,Trader no regulado,0,10,-283.21,-336.28,4
2026-07-07,Integrado/regional regulado,1,9,-145.03,-157.03,3
2026-07-08,Trader con sobrecobertura de contratos,4,9,-121.11,-226.75,1
2026-07-08,Trader expuesto a bolsa (sin cobertura),3,5,-486.03,-485.24,5
2026-07-08,Comercializador regulado,2,32,-154.67,-223.91,2
2026-07-08,Trader no regulado,0,10,-276.51,-330.11,4
2026-07-08,Integrado/regional regulado,1,9,-155.71,-164.59,3
2026-07-09,Trader con sobrecobertura de contratos,4,8,-82.03,-240.85,1
2026-07-09,Trader no regulado,0,12,-200.42,-322.83,4
2026-07-09,Comercializador regulado,2,32,-138.6,-219.43,2
2026-07-09,Integrado/regional regulado,1,9,-138.61,-156.06,3
2026-07-09,Trader expuesto a bolsa (sin cobertura),3,4,-472.62,-467.26,5
2026-07-10,Trader con sobrecobertura de contratos,4,9,-112.36,-230.0,1
2026-07-10,Trader no regulado,0,11,-377.85,-342.44,4
2026-07-10,Comercializador regulado,2,32,-142.82,-221.61,3
2026-07-10,Integrado/regional regulado,1,9,-133.29,-151.88,2
2026-07-10,Trader expuesto a bolsa (sin cobertura),3,4,-472.29,-465.63,5
2026-07-11,Trader con sobrecobertura de contratos,4,9,-80.31,-227.58,1
2026-07-11,Comercializador regulado,2,32,-148.71,-226.08,3
2026-07-11,Trader no regulado,0,10,-249.41,-328.71,4
2026-07-11,Integrado/regional regulado,1,9,-139.37,-155.14,2
2026-07-11,Trader expuesto a bolsa (sin cobertura),3,4,-500,-495.37,5
2026-07-12,Trader con sobrecobertura de contratos,4,11,-184.5,-255.71,3
2026-07-12,Trader no regulado,0,8,-420.71,-372.33,4
2026-07-12,Comercializador regulado,2,33,-144.9,-243.54,2
2026-07-12,Integrado/regional regulado,1,8,-104.24,-130.72,1
2026-07-12,Trader expuesto a bolsa (sin cobertura),3,4,-500,-500.0,5
2026-07-13,Trader con sobrecobertura de contratos,4,10,-173.89,-262.52,3
2026-07-13,Trader no regulado,0,9,-334.17,-313.4,4
2026-07-13,Comercializador regulado,2,33,-153.95,-239.33,2
2026-07-13,Integrado/regional regulado,1,8,-107.15,-136.32,1
2026-07-13,Trader expuesto a bolsa (sin cobertura),3,4,-500,-500.0,5
2026-07-14,Trader con sobrecobertura de contratos,4,9,-119.51,-230.81,1
2026-07-14,Trader no regulado,0,10,-329.05,-350.8,4
2026-07-14,Comercializador regulado,2,32,-181.66,-239.72,3
2026-07-14,Integrado/regional regulado,1,9,-156.78,-177.17,2
2026-07-14,Trader expuesto a bolsa (sin cobertura),3,4,-500,-500.0,5
2026-07-15,Trader con sobrecobertura de contratos,4,9,-106.75,-227.97,1
2026-07-15,Trader no regulado,0,12,-427.81,-371.37,4
2026-07-15,Comercializador regulado,2,32,-183.9,-247.91,3
2026-07-15,Integrado/regional regulado,1,9,-177.62,-193.16,2
2026-07-15,Trader expuesto a bolsa (sin cobertura),3,3,-500,-500.0,5
2026-07-16,Trader con sobrecobertura de contratos,4,8,-76.75,-194.38,1
2026-07-16,Trader no regulado,0,13,-500,-380.13,4
2026-07-16,Comercializador regulado,2,32,-182.05,-242.11,3
2026-07-16,Integrado/regional regulado,1,9,-170.02,-183.73,2
2026-07-16,Trader expuesto a bolsa (sin cobertura),3,3,-500,-500.0,5
2026-07-17,Trader con sobrecobertura de contratos,4,8,-77.15,-193.08,1
2026-07-17,Trader no regulado,0,13,-480.64,-388.51,4
2026-07-17,Comercializador regulado,2,32,-187.93,-244.58,3
2026-07-17,Integrado/regional regulado,1,9,-180.35,-191.6,2
2026-07-17,Trader expuesto a bolsa (sin cobertura),3,3,-500,-500.0,5
2026-07-18,Trader con sobrecobertura de contratos,4,8,-77.5,-190.49,1
2026-07-18,Trader no regulado,0,12,-422.07,-355.35,4
2026-07-18,Comercializador regulado,2,31,-170.43,-236.99,3
2026-07-18,Integrado/regional regulado,1,9,-150.22,-166.17,2
2026-07-18,Trader expuesto a bolsa (sin cobertura),3,3,-500,-500.0,5
2026-07-19,Trader con sobrecobertura de contratos,4,13,-233.86,-289.63,3
2026-07-19,Comercializador regulado,2,33,-168.16,-254.48,2
2026-07-19,Integrado/regional regulado,1,8,-113.51,-143.81,1
2026-07-19,Trader no regulado,0,7,-455.93,-375.44,4
2026-07-19,Trader expuesto a bolsa (sin cobertura),3,3,-500,-500.0,5
2026-07-20,Trader con sobrecobertura de contratos,4,11,-180.86,-260.64,3
2026-07-20,Trader no regulado,0,10,-498.82,-364.81,4
2026-07-20,Comercializador regulado,2,33,-153.86,-241.35,2
2026-07-20,Integrado/regional regulado,1,8,-97.61,-124.98,1
2026-07-20,Trader expuesto a bolsa (sin cobertura),3,3,-500,-500.0,5
2026-07-21,Trader con sobrecobertura de contratos,4,11,-113.04,-217.7,1
2026-07-21,Trader no regulado,0,9,-500,-390.95,4
2026-07-21,Comercializador regulado,2,32,-157.93,-232.5,3
2026-07-21,Integrado/regional regulado,1,9,-130.23,-150.11,2
2026-07-21,Trader expuesto a bolsa (sin cobertura),3,3,-500,-500.0,5
2026-07-22,Trader con sobrecobertura de contratos,4,8,-79.4,-198.6,1
2026-07-22,Trader no regulado,0,12,-447.11,-379.5,4
2026-07-22,Comercializador regulado,2,32,-192.57,-249.77,3
2026-07-22,Integrado/regional regulado,1,9,-180.53,-193.1,2
2026-07-22,Trader expuesto a bolsa (sin cobertura),3,3,-500,-500.0,5
2026-07-23,Trader expuesto a bolsa (sin cobertura),3,39,120.58,64.61,3
2026-07-23,Trader no regulado,0,13,-42.4,-203.98,4
2026-07-23,Integrado/regional regulado,1,3,174.62,179.19,2
2026-07-23,Comercializador regulado,2,6,-182.36,-247.41,5
2026-07-23,Trader con sobrecobertura de contratos,4,4,227.5,-136.25,1
2026-07-24,Trader expuesto a bolsa (sin cobertura),3,41,121.68,71.42,2
2026-07-24,Trader no regulado,0,9,-40.91,-203.98,3
2026-07-24,Integrado/regional regulado,1,3,177.41,178.39,1
2026-07-24,Comercializador regulado,2,6,-96.5,-229.84,4
2026-07-24,Trader con sobrecobertura de contratos,4,5,-230.38,-155.08,5
2026-07-25,Trader expuesto a bolsa (sin cobertura),3,40,145.96,103.39,2
2026-07-25,Trader no regulado,0,9,9.05,-174.08,3
2026-07-25,Integrado/regional regulado,1,3,182.46,178.61,1
2026-07-25,Comercializador regulado,2,5,-51.83,-155.96,4
2026-07-25,Trader con sobrecobertura de contratos,4,7,-224.76,-185.71,5
2026-07-26,Trader expuesto a bolsa (sin cobertura),3,21,83.28,-76.49,2
2026-07-26,Comercializador regulado,2,1,-500,-500.0,4
2026-07-26,Integrado/regional regulado,1,1,162.27,162.27,1
2026-07-26,Trader no regulado,0,1,-500,-500.0,3
2026-07-27,Trader expuesto a bolsa (sin cobertura),3,22,46.06,-100.57,2
2026-07-27,Comercializador regulado,2,1,-500,-500.0,4
2026-07-27,Integrado/regional regulado,1,1,131.41,131.41,1
2026-07-27,Trader no regulado,0,1,-500,-500.0,3
2026-07-28,Trader expuesto a bolsa (sin cobertura),3,39,135.06,69.09,3
2026-07-28,Comercializador regulado,2,8,-476.92,-315.36,5
2026-07-28,Trader no regulado,0,10,11.5,-142.19,4
2026-07-28,Integrado/regional regulado,1,3,179.23,176.69,2
2026-07-28,Trader con sobrecobertura de contratos,4,4,227.5,40.7,1
2026-07-29,Trader expuesto a bolsa (sin cobertura),3,41,130.05,67.22,3
2026-07-29,Comercializador regulado,2,8,-471.92,-322.99,5
2026-07-29,Trader no regulado,0,10,-45.64,-224.12,4
2026-07-29,Integrado/regional regulado,1,3,172.24,167.36,2
2026-07-29,Trader con sobrecobertura de contratos,4,2,227.5,227.5,1
2026-07-30,Trader expuesto a bolsa (sin cobertura),3,43,108.29,51.14,3
2026-07-30,Trader no regulado,0,9,-500,-275.42,4
2026-07-30,Comercializador regulado,2,8,-500,-345.54,5
2026-07-30,Integrado/regional regulado,1,3,146.84,140.36,2
2026-07-30,Trader con sobrecobertura de contratos,4,2,227.5,177.62,1
2026-07-31,Trader expuesto a bolsa (sin cobertura),3,40,117.48,56.51,3
2026-07-31,Comercializador regulado,2,8,-500,-346.83,5
2026-07-31,Trader no regulado,0,9,-51.86,-209.81,4
2026-07-31,Integrado/regional regulado,1,3,151.45,144.63,2
2026-07-31,Trader con sobrecobertura de contratos,4,4,227.5,200.37,1
